Beam	Node	X	Y	Z
Beam_197	25385	0.04	0.2218	0.024532
Beam_197	25386	0.05425	0.2218	0.024532
Beam_197	25387	0.0495	0.2218	0.024532
Beam_197	25388	0.04475	0.2218	0.024532
Beam_254	24466	0.019	0.077804	0.024705
Beam_254	24467	0.0	0.077804	0.024705
Beam_254	24468	0.01425	0.077804	0.024705
Beam_254	24469	0.0095	0.077804	0.024705
Beam_254	24470	0.00475	0.077804	0.024705
Beam_257	24403	0.039	0.077804	0.024705
Beam_257	24404	0.02	0.077804	0.024705
Beam_257	24405	0.03425	0.077804	0.024705
Beam_257	24406	0.0295	0.077804	0.024705
Beam_257	24407	0.02475	0.077804	0.024705
Beam_260	24394	0.059	0.077804	0.024705
Beam_260	24395	0.04	0.077804	0.024705
Beam_260	24396	0.05425	0.077804	0.024705
Beam_260	24397	0.0495	0.077804	0.024705
Beam_260	24398	0.04475	0.077804	0.024705
Beam_263	25087	0.019	0.1778	0.024705
Beam_263	25088	0.0	0.1778	0.024705
Beam_263	25089	0.01425	0.1778	0.024705
Beam_263	25090	0.0095	0.1778	0.024705
Beam_263	25091	0.00475	0.1778	0.024705
Beam_266	25078	0.039	0.1778	0.024705
Beam_266	25079	0.02	0.1778	0.024705
Beam_266	25080	0.03425	0.1778	0.024705
Beam_266	25081	0.0295	0.1778	0.024705
Beam_266	25082	0.02475	0.1778	0.024705
Beam_269	25069	0.059	0.1778	0.024705
Beam_269	25070	0.04	0.1778	0.024705
Beam_269	25071	0.05425	0.1778	0.024705
Beam_269	25072	0.0495	0.1778	0.024705
Beam_269	25073	0.04475	0.1778	0.024705
Beam_272	25492	0.019	0.2778	0.024705
Beam_272	25493	0.0	0.2778	0.024705
Beam_272	25494	0.01425	0.2778	0.024705
Beam_272	25495	0.0095	0.2778	0.024705
Beam_272	25496	0.00475	0.2778	0.024705
Beam_275	25483	0.039	0.2778	0.024705
Beam_275	25484	0.02	0.2778	0.024705
Beam_275	25485	0.03425	0.2778	0.024705
Beam_275	25486	0.0295	0.2778	0.024705
Beam_275	25487	0.02475	0.2778	0.024705
Beam_278	25474	0.059	0.2778	0.024705
Beam_278	25475	0.04	0.2778	0.024705
Beam_278	25476	0.05425	0.2778	0.024705
Beam_278	25477	0.0495	0.2778	0.024705
Beam_278	25478	0.04475	0.2778	0.024705
Beam_227	24655	0.019	0.028803	0.027198
Beam_227	24656	0.0	0.028803	0.027198
Beam_227	24657	0.01425	0.028803	0.027198
Beam_227	24658	0.0095	0.028803	0.027198
Beam_227	24659	0.00475	0.028803	0.027198
Beam_230	24646	0.039	0.028803	0.027198
Beam_230	24647	0.02	0.028803	0.027198
Beam_230	24648	0.03425	0.028803	0.027198
Beam_230	24649	0.0295	0.028803	0.027198
Beam_230	24650	0.02475	0.028803	0.027198
Beam_233	24637	0.059	0.028803	0.027198
Beam_233	24638	0.04	0.028803	0.027198
Beam_233	24639	0.05425	0.028803	0.027198
Beam_233	24640	0.0495	0.028803	0.027198
Beam_233	24641	0.04475	0.028803	0.027198
Beam_236	24826	0.019	0.1288	0.027198
Beam_236	24827	0.0	0.1288	0.027198
Beam_236	24828	0.01425	0.1288	0.027198
Beam_236	24829	0.0095	0.1288	0.027198
Beam_236	24830	0.00475	0.1288	0.027198
Beam_239	24871	0.039	0.1288	0.027198
Beam_239	24872	0.02	0.1288	0.027198
Beam_239	24873	0.03425	0.1288	0.027198
Beam_239	24874	0.0295	0.1288	0.027198
Beam_239	24875	0.02475	0.1288	0.027198
Beam_242	24934	0.059	0.1288	0.027198
Beam_242	24935	0.04	0.1288	0.027198
Beam_242	24936	0.05425	0.1288	0.027198
Beam_242	24937	0.0495	0.1288	0.027198
Beam_242	24938	0.04475	0.1288	0.027198
Beam_245	25249	0.019	0.2288	0.027198
Beam_245	25250	0.0	0.2288	0.027198
Beam_245	25251	0.01425	0.2288	0.027198
Beam_245	25252	0.0095	0.2288	0.027198
Beam_245	25253	0.00475	0.2288	0.027198
Beam_248	25348	0.039	0.2288	0.027198
Beam_248	25349	0.02	0.2288	0.027198
Beam_248	25350	0.03425	0.2288	0.027198
Beam_248	25351	0.0295	0.2288	0.027198
Beam_248	25352	0.02475	0.2288	0.027198
Beam_251	25393	0.059	0.2288	0.027198
Beam_251	25394	0.04	0.2288	0.027198
Beam_251	25395	0.05425	0.2288	0.027198
Beam_251	25396	0.0495	0.2288	0.027198
Beam_251	25397	0.04475	0.2288	0.027198
Beam_308	24520	0.019	0.070803	0.027323
Beam_308	24521	0.0	0.070803	0.027323
Beam_308	24522	0.01425	0.070803	0.027323
Beam_308	24523	0.0095	0.070803	0.027323
Beam_308	24524	0.00475	0.070803	0.027323
Beam_311	24475	0.039	0.070803	0.027323
Beam_311	24476	0.02	0.070803	0.027323
Beam_311	24477	0.03425	0.070803	0.027323
Beam_311	24478	0.0295	0.070803	0.027323
Beam_311	24479	0.02475	0.070803	0.027323
Beam_314	24484	0.059	0.070803	0.027323
Beam_314	24485	0.04	0.070803	0.027323
Beam_314	24486	0.05425	0.070803	0.027323
Beam_314	24487	0.0495	0.070803	0.027323
Beam_314	24488	0.04475	0.070803	0.027323
Beam_317	25042	0.019	0.1708	0.027323
Beam_317	25043	0.0	0.1708	0.027323
Beam_317	25044	0.01425	0.1708	0.027323
Beam_317	25045	0.0095	0.1708	0.027323
Beam_317	25046	0.00475	0.1708	0.027323
Beam_320	25051	0.039	0.1708	0.027323
Beam_320	25052	0.02	0.1708	0.027323
Beam_320	25053	0.03425	0.1708	0.027323
Beam_320	25054	0.0295	0.1708	0.027323
Beam_320	25055	0.02475	0.1708	0.027323
Beam_323	25060	0.059	0.1708	0.027323
Beam_323	25061	0.04	0.1708	0.027323
Beam_323	25062	0.05425	0.1708	0.027323
Beam_323	25063	0.0495	0.1708	0.027323
Beam_323	25064	0.04475	0.1708	0.027323
Beam_326	25465	0.019	0.2708	0.027323
Beam_326	25466	0.0	0.2708	0.027323
Beam_326	25467	0.01425	0.2708	0.027323
Beam_326	25468	0.0095	0.2708	0.027323
Beam_326	25469	0.00475	0.2708	0.027323
Beam_329	25456	0.039	0.2708	0.027323
Beam_329	25457	0.02	0.2708	0.027323
Beam_329	25458	0.03425	0.2708	0.027323
Beam_329	25459	0.0295	0.2708	0.027323
Beam_329	25460	0.02475	0.2708	0.027323
Beam_332	25447	0.059	0.2708	0.027323
Beam_332	25448	0.04	0.2708	0.027323
Beam_332	25449	0.05425	0.2708	0.027323
Beam_332	25450	0.0495	0.2708	0.027323
Beam_332	25451	0.04475	0.2708	0.027323
Beam_281	24619	0.019	0.035803	0.029044
Beam_281	24620	0.0	0.035803	0.029044
Beam_281	24621	0.01425	0.035803	0.029044
Beam_281	24622	0.0095	0.035803	0.029044
Beam_281	24623	0.00475	0.035803	0.029044
Beam_284	24610	0.039	0.035803	0.029044
Beam_284	24611	0.02	0.035803	0.029044
Beam_284	24612	0.03425	0.035803	0.029044
Beam_284	24613	0.0295	0.035803	0.029044
Beam_284	24614	0.02475	0.035803	0.029044
Beam_287	24628	0.059	0.035803	0.029044
Beam_287	24629	0.04	0.035803	0.029044
Beam_287	24630	0.05425	0.035803	0.029044
Beam_287	24631	0.0495	0.035803	0.029044
Beam_287	24632	0.04475	0.035803	0.029044
Beam_290	24835	0.019	0.1358	0.029044
Beam_290	24836	0.0	0.1358	0.029044
Beam_290	24837	0.01425	0.1358	0.029044
Beam_290	24838	0.0095	0.1358	0.029044
Beam_290	24839	0.00475	0.1358	0.029044
Beam_293	24862	0.039	0.1358	0.029044
Beam_293	24863	0.02	0.1358	0.029044
Beam_293	24864	0.03425	0.1358	0.029044
Beam_293	24865	0.0295	0.1358	0.029044
Beam_293	24866	0.02475	0.1358	0.029044
Beam_296	24943	0.059	0.1358	0.029044
Beam_296	24944	0.04	0.1358	0.029044
Beam_296	24945	0.05425	0.1358	0.029044
Beam_296	24946	0.0495	0.1358	0.029044
Beam_296	24947	0.04475	0.1358	0.029044
Beam_299	25258	0.019	0.2358	0.029044
Beam_299	25259	0.0	0.2358	0.029044
Beam_299	25260	0.01425	0.2358	0.029044
Beam_299	25261	0.0095	0.2358	0.029044
Beam_299	25262	0.00475	0.2358	0.029044
Beam_302	25339	0.039	0.2358	0.029044
Beam_302	25340	0.02	0.2358	0.029044
Beam_302	25341	0.03425	0.2358	0.029044
Beam_302	25342	0.0295	0.2358	0.029044
Beam_302	25343	0.02475	0.2358	0.029044
Beam_305	25402	0.059	0.2358	0.029044
Beam_305	25403	0.04	0.2358	0.029044
Beam_305	25404	0.05425	0.2358	0.029044
Beam_305	25405	0.0495	0.2358	0.029044
Beam_305	25406	0.04475	0.2358	0.029044
Beam_362	24511	0.019	0.063803	0.029125
Beam_362	24512	0.0	0.063803	0.029125
Beam_362	24513	0.01425	0.063803	0.029125
Beam_362	24514	0.0095	0.063803	0.029125
Beam_362	24515	0.00475	0.063803	0.029125
Beam_365	24502	0.039	0.063803	0.029125
Beam_365	24503	0.02	0.063803	0.029125
Beam_365	24504	0.03425	0.063803	0.029125
Beam_365	24505	0.0295	0.063803	0.029125
Beam_365	24506	0.02475	0.063803	0.029125
Beam_368	24493	0.059	0.063803	0.029125
Beam_368	24494	0.04	0.063803	0.029125
Beam_368	24495	0.05425	0.063803	0.029125
Beam_368	24496	0.0495	0.063803	0.029125
Beam_368	24497	0.04475	0.063803	0.029125
Beam_371	25033	0.019	0.1638	0.029125
Beam_371	25034	0.0	0.1638	0.029125
Beam_371	25035	0.01425	0.1638	0.029125
Beam_371	25036	0.0095	0.1638	0.029125
Beam_371	25037	0.00475	0.1638	0.029125
Beam_374	25024	0.039	0.1638	0.029125
Beam_374	25025	0.02	0.1638	0.029125
Beam_374	25026	0.03425	0.1638	0.029125
Beam_374	25027	0.0295	0.1638	0.029125
Beam_374	25028	0.02475	0.1638	0.029125
Beam_377	25015	0.059	0.1638	0.029125
Beam_377	25016	0.04	0.1638	0.029125
Beam_377	25017	0.05425	0.1638	0.029125
Beam_377	25018	0.0495	0.1638	0.029125
Beam_377	25019	0.04475	0.1638	0.029125
Beam_380	25294	0.019	0.2638	0.029125
Beam_380	25295	0.0	0.2638	0.029125
Beam_380	25296	0.01425	0.2638	0.029125
Beam_380	25297	0.0095	0.2638	0.029125
Beam_380	25298	0.00475	0.2638	0.029125
Beam_383	25303	0.039	0.2638	0.029125
Beam_383	25304	0.02	0.2638	0.029125
Beam_383	25305	0.03425	0.2638	0.029125
Beam_383	25306	0.0295	0.2638	0.029125
Beam_383	25307	0.02475	0.2638	0.029125
Beam_386	25438	0.059	0.2638	0.029125
Beam_386	25439	0.04	0.2638	0.029125
Beam_386	25440	0.05425	0.2638	0.029125
Beam_386	25441	0.0495	0.2638	0.029125
Beam_386	25442	0.04475	0.2638	0.029125
Beam_335	24601	0.019	0.042803	0.030136
Beam_335	24602	0.0	0.042803	0.030136
Beam_335	24603	0.01425	0.042803	0.030136
Beam_335	24604	0.0095	0.042803	0.030136
Beam_335	24605	0.00475	0.042803	0.030136
Beam_338	24592	0.039	0.042803	0.030136
Beam_338	24593	0.02	0.042803	0.030136
Beam_338	24594	0.03425	0.042803	0.030136
Beam_338	24595	0.0295	0.042803	0.030136
Beam_338	24596	0.02475	0.042803	0.030136
Beam_341	24583	0.059	0.042803	0.030136
Beam_341	24584	0.04	0.042803	0.030136
Beam_341	24585	0.05425	0.042803	0.030136
Beam_341	24586	0.0495	0.042803	0.030136
Beam_341	24587	0.04475	0.042803	0.030136
Beam_344	24844	0.019	0.1428	0.030136
Beam_344	24845	0.0	0.1428	0.030136
Beam_344	24846	0.01425	0.1428	0.030136
Beam_344	24847	0.0095	0.1428	0.030136
Beam_344	24848	0.00475	0.1428	0.030136
Beam_347	24853	0.039	0.1428	0.030136
Beam_347	24854	0.02	0.1428	0.030136
Beam_347	24855	0.03425	0.1428	0.030136
Beam_347	24856	0.0295	0.1428	0.030136
Beam_347	24857	0.02475	0.1428	0.030136
Beam_350	24952	0.059	0.1428	0.030136
Beam_350	24953	0.04	0.1428	0.030136
Beam_350	24954	0.05425	0.1428	0.030136
Beam_350	24955	0.0495	0.1428	0.030136
Beam_350	24956	0.04475	0.1428	0.030136
Beam_353	25267	0.019	0.2428	0.030136
Beam_353	25268	0.0	0.2428	0.030136
Beam_353	25269	0.01425	0.2428	0.030136
Beam_353	25270	0.0095	0.2428	0.030136
Beam_353	25271	0.00475	0.2428	0.030136
Beam_356	25330	0.039	0.2428	0.030136
Beam_356	25331	0.02	0.2428	0.030136
Beam_356	25332	0.03425	0.2428	0.030136
Beam_356	25333	0.0295	0.2428	0.030136
Beam_356	25334	0.02475	0.2428	0.030136
Beam_359	25411	0.059	0.2428	0.030136
Beam_359	25412	0.04	0.2428	0.030136
Beam_359	25413	0.05425	0.2428	0.030136
Beam_359	25414	0.0495	0.2428	0.030136
Beam_359	25415	0.04475	0.2428	0.030136
Beam_416	24547	0.019	0.056803	0.030176
Beam_416	24548	0.0	0.056803	0.030176
Beam_416	24549	0.01425	0.056803	0.030176
Beam_416	24550	0.0095	0.056803	0.030176
Beam_416	24551	0.00475	0.056803	0.030176
Beam_419	24538	0.039	0.056803	0.030176
Beam_419	24539	0.02	0.056803	0.030176
Beam_419	24540	0.03425	0.056803	0.030176
Beam_419	24541	0.0295	0.056803	0.030176
Beam_419	24542	0.02475	0.056803	0.030176
Beam_422	24529	0.059	0.056803	0.030176
Beam_422	24530	0.04	0.056803	0.030176
Beam_422	24531	0.05425	0.056803	0.030176
Beam_422	24532	0.0495	0.056803	0.030176
Beam_422	24533	0.04475	0.056803	0.030176
Beam_425	24988	0.019	0.1568	0.030176
Beam_425	24989	0.0	0.1568	0.030176
Beam_425	24990	0.01425	0.1568	0.030176
Beam_425	24991	0.0095	0.1568	0.030176
Beam_425	24992	0.00475	0.1568	0.030176
Beam_428	24997	0.039	0.1568	0.030176
Beam_428	24998	0.02	0.1568	0.030176
Beam_428	24999	0.03425	0.1568	0.030176
Beam_428	25000	0.0295	0.1568	0.030176
Beam_428	25001	0.02475	0.1568	0.030176
Beam_431	25006	0.059	0.1568	0.030176
Beam_431	25007	0.04	0.1568	0.030176
Beam_431	25008	0.05425	0.1568	0.030176
Beam_431	25009	0.0495	0.1568	0.030176
Beam_431	25010	0.04475	0.1568	0.030176
Beam_434	25285	0.019	0.2568	0.030176
Beam_434	25286	0.0	0.2568	0.030176
Beam_434	25287	0.01425	0.2568	0.030176
Beam_434	25288	0.0095	0.2568	0.030176
Beam_434	25289	0.00475	0.2568	0.030176
Beam_437	25312	0.039	0.2568	0.030176
Beam_437	25313	0.02	0.2568	0.030176
Beam_437	25314	0.03425	0.2568	0.030176
Beam_437	25315	0.0295	0.2568	0.030176
Beam_437	25316	0.02475	0.2568	0.030176
Beam_440	25429	0.059	0.2568	0.030176
Beam_440	25430	0.04	0.2568	0.030176
Beam_440	25431	0.05425	0.2568	0.030176
Beam_440	25432	0.0495	0.2568	0.030176
Beam_440	25433	0.04475	0.2568	0.030176
Beam_389	24556	0.019	0.049803	0.030509
Beam_389	24557	0.0	0.049803	0.030509
Beam_389	24558	0.01425	0.049803	0.030509
Beam_389	24559	0.0095	0.049803	0.030509
Beam_389	24560	0.00475	0.049803	0.030509
Beam_392	24565	0.039	0.049803	0.030509
Beam_392	24566	0.02	0.049803	0.030509
Beam_392	24567	0.03425	0.049803	0.030509
Beam_392	24568	0.0295	0.049803	0.030509
Beam_392	24569	0.02475	0.049803	0.030509
Beam_395	24574	0.059	0.049803	0.030509
Beam_395	24575	0.04	0.049803	0.030509
Beam_395	24576	0.05425	0.049803	0.030509
Beam_395	24577	0.0495	0.049803	0.030509
Beam_395	24578	0.04475	0.049803	0.030509
Beam_398	24979	0.019	0.1498	0.030509
Beam_398	24980	0.0	0.1498	0.030509
Beam_398	24981	0.01425	0.1498	0.030509
Beam_398	24982	0.0095	0.1498	0.030509
Beam_398	24983	0.00475	0.1498	0.030509
Beam_401	24970	0.039	0.1498	0.030509
Beam_401	24971	0.02	0.1498	0.030509
Beam_401	24972	0.03425	0.1498	0.030509
Beam_401	24973	0.0295	0.1498	0.030509
Beam_401	24974	0.02475	0.1498	0.030509
Beam_404	24961	0.059	0.1498	0.030509
Beam_404	24962	0.04	0.1498	0.030509
Beam_404	24963	0.05425	0.1498	0.030509
Beam_404	24964	0.0495	0.1498	0.030509
Beam_404	24965	0.04475	0.1498	0.030509
Beam_407	25276	0.019	0.2498	0.030509
Beam_407	25277	0.0	0.2498	0.030509
Beam_407	25278	0.01425	0.2498	0.030509
Beam_407	25279	0.0095	0.2498	0.030509
Beam_407	25280	0.00475	0.2498	0.030509
Beam_410	25321	0.039	0.2498	0.030509
Beam_410	25322	0.02	0.2498	0.030509
Beam_410	25323	0.03425	0.2498	0.030509
Beam_410	25324	0.0295	0.2498	0.030509
Beam_410	25325	0.02475	0.2498	0.030509
Beam_413	25420	0.059	0.2498	0.030509
Beam_413	25421	0.04	0.2498	0.030509
Beam_413	25422	0.05425	0.2498	0.030509
Beam_413	25423	0.0495	0.2498	0.030509
Beam_413	25424	0.04475	0.2498	0.030509
Beam_65	24736	0.019	0.0078019	0.016231
Beam_65	24737	0.0	0.0078019	0.016231
Beam_65	24738	0.01425	0.0078019	0.016231
Beam_65	24739	0.0095	0.0078019	0.016231
Beam_65	24740	0.00475	0.0078019	0.016231
Beam_68	24727	0.039	0.0078019	0.016231
Beam_68	24728	0.02	0.0078019	0.016231
Beam_68	24729	0.03425	0.0078019	0.016231
Beam_68	24730	0.0295	0.0078019	0.016231
Beam_68	24731	0.02475	0.0078019	0.016231
Beam_71	24718	0.059	0.0078019	0.016231
Beam_71	24719	0.04	0.0078019	0.016231
Beam_71	24720	0.05425	0.0078019	0.016231
Beam_71	24721	0.0495	0.0078019	0.016231
Beam_71	24722	0.04475	0.0078019	0.016231
Beam_74	24799	0.019	0.1078	0.016231
Beam_74	24800	0.0	0.1078	0.016231
Beam_74	24801	0.01425	0.1078	0.016231
Beam_74	24802	0.0095	0.1078	0.016231
Beam_74	24803	0.00475	0.1078	0.016231
Beam_77	24898	0.039	0.1078	0.016231
Beam_77	24899	0.02	0.1078	0.016231
Beam_77	24900	0.03425	0.1078	0.016231
Beam_77	24901	0.0295	0.1078	0.016231
Beam_77	24902	0.02475	0.1078	0.016231
Beam_80	24907	0.059	0.1078	0.016231
Beam_80	24908	0.04	0.1078	0.016231
Beam_80	24909	0.05425	0.1078	0.016231
Beam_80	24910	0.0495	0.1078	0.016231
Beam_80	24911	0.04475	0.1078	0.016231
Beam_83	25222	0.019	0.2078	0.016231
Beam_83	25223	0.0	0.2078	0.016231
Beam_83	25224	0.01425	0.2078	0.016231
Beam_83	25225	0.0095	0.2078	0.016231
Beam_83	25226	0.00475	0.2078	0.016231
Beam_86	25213	0.039	0.2078	0.016231
Beam_86	25214	0.02	0.2078	0.016231
Beam_86	25215	0.03425	0.2078	0.016231
Beam_86	25216	0.0295	0.2078	0.016231
Beam_86	25217	0.02475	0.2078	0.016231
Beam_89	25204	0.059	0.2078	0.016231
Beam_89	25205	0.04	0.2078	0.016231
Beam_89	25206	0.05425	0.2078	0.016231
Beam_89	25207	0.0495	0.2078	0.016231
Beam_89	25208	0.04475	0.2078	0.016231
Beam_146	24448	0.019	0.091804	0.016529
Beam_146	24449	0.0	0.091804	0.016529
Beam_146	24450	0.01425	0.091804	0.016529
Beam_146	24451	0.0095	0.091804	0.016529
Beam_146	24452	0.00475	0.091804	0.016529
Beam_149	24421	0.039	0.091804	0.016529
Beam_149	24422	0.02	0.091804	0.016529
Beam_149	24423	0.03425	0.091804	0.016529
Beam_149	24424	0.0295	0.091804	0.016529
Beam_149	24425	0.02475	0.091804	0.016529
Beam_152	24367	0.059	0.091804	0.016529
Beam_152	24368	0.04	0.091804	0.016529
Beam_152	24369	0.05425	0.091804	0.016529
Beam_152	24370	0.0495	0.091804	0.016529
Beam_152	24371	0.04475	0.091804	0.016529
Beam_1	24746	0.0	0.00080961	0.010193
Beam_1	24749	0.00475	0.00080961	0.010193
Beam_1	24748	0.0095	0.00080961	0.010193
Beam_1	24747	0.01425	0.00080961	0.010193
Beam_1	24745	0.019	0.00080961	0.010193
Beam_2	24755	0.02	0.00080961	0.010193
