Node	X	Y	Z
19916	0.027595	0.074303	0.025589
19917	0.025699	0.073806	0.025774
19918	0.023798	0.073307	0.025955
19919	0.021902	0.072809	0.026131
19920	0.02	0.07231	0.026304
19921	0.031422	0.074308	0.025587
19922	0.03332	0.074806	0.025397
19923	0.035212	0.075302	0.025204
19924	0.037109	0.0758	0.025005
19925	0.039	0.076296	0.024803
19926	0.039	0.072325	0.026299
19927	0.037103	0.072821	0.026127
19928	0.03521	0.073316	0.025951
19929	0.033313	0.073813	0.025771
19930	0.039	0.07131	0.026637
19931	0.036621	0.071934	0.026431
19932	0.034249	0.072557	0.026219
19933	0.03187	0.073181	0.026
19934	0.0295	0.073803	0.025774
19935	0.02713	0.073181	0.026
19936	0.024751	0.072557	0.026219
19937	0.022379	0.071934	0.026431
19938	0.02	0.07131	0.026637
19939	0.039	0.072325	0.027355
19940	0.039	0.07131	0.027688
19941	0.039	0.077296	0.025469
19942	0.039	0.076296	0.025883
19943	0.02	0.07231	0.02736
19944	0.02	0.07131	0.027688
19945	0.02	0.077296	0.025469
19946	0.02	0.076296	0.025883
19947	0.02713	0.073181	0.027061
19948	0.024751	0.072557	0.027276
19949	0.022379	0.071934	0.027485
19950	0.0295	0.073803	0.026839
19951	0.036621	0.071934	0.027485
19952	0.034249	0.072557	0.027276
19953	0.03187	0.073181	0.027061
19954	0.037103	0.072821	0.027186
19955	0.03521	0.073316	0.027013
19956	0.033313	0.073813	0.026835
19957	0.031422	0.074308	0.026654
19958	0.03332	0.074806	0.026468
19959	0.035212	0.075302	0.026277
19960	0.037109	0.0758	0.026082
19961	0.025699	0.073806	0.026838
19962	0.023798	0.073307	0.027016
19963	0.021902	0.072809	0.02719
19964	0.027595	0.074303	0.026656
19965	0.021895	0.075799	0.026083
19966	0.023797	0.0753	0.026278
19967	0.025693	0.074802	0.026469
19968	0.02713	0.075431	0.026227
19969	0.024756	0.076052	0.025982
19970	0.022373	0.076675	0.025728
19971	0.029514	0.074807	0.026467
19972	0.036634	0.076675	0.025728
19973	0.034258	0.076052	0.025982
19974	0.031891	0.075431	0.026227
19975	0.059	0.077296	0.024381
19976	0.056634	0.076675	0.024645
19977	0.054258	0.076052	0.024903
19978	0.051891	0.075431	0.025153
19979	0.049514	0.074807	0.025397
19980	0.04713	0.075431	0.025153
19981	0.044756	0.076052	0.024903
19982	0.042373	0.076675	0.024645
19983	0.04	0.077296	0.024381
19984	0.04	0.076296	0.024803
19985	0.041895	0.075799	0.025006
19986	0.043797	0.0753	0.025205
19987	0.045693	0.074802	0.025398
19988	0.047595	0.074303	0.025589
19989	0.045699	0.073806	0.025774
19990	0.043798	0.073307	0.025955
19991	0.041902	0.072809	0.026131
19992	0.04	0.07231	0.026304
19993	0.051422	0.074308	0.025587
19994	0.05332	0.074806	0.025397
19995	0.055212	0.075302	0.025204
19996	0.057109	0.0758	0.025005
19997	0.059	0.076296	0.024803
19998	0.059	0.072325	0.026299
19999	0.057103	0.072821	0.026127
20000	0.05521	0.073316	0.025951
20001	0.053313	0.073813	0.025771
20002	0.059	0.07131	0.026637
20003	0.056621	0.071934	0.026431
20004	0.054249	0.072557	0.026219
20005	0.05187	0.073181	0.026
20006	0.0495	0.073803	0.025774
20007	0.04713	0.073181	0.026
20008	0.044751	0.072557	0.026219
20009	0.042379	0.071934	0.026431
20010	0.04	0.07131	0.026637
20011	0.059	0.072325	0.027355
20012	0.059	0.07131	0.027688
20013	0.059	0.077296	0.025469
20014	0.059	0.076296	0.025883
20015	0.04	0.07231	0.02736
20016	0.04	0.07131	0.027688
20017	0.04	0.077296	0.025469
20018	0.04	0.076296	0.025883
20019	0.04713	0.073181	0.027061
20020	0.044751	0.072557	0.027276
20021	0.042379	0.071934	0.027485
20022	0.0495	0.073803	0.026839
20023	0.056621	0.071934	0.027485
20024	0.054249	0.072557	0.027276
20025	0.05187	0.073181	0.027061
20026	0.057103	0.072821	0.027186
20027	0.05521	0.073316	0.027013
20028	0.053313	0.073813	0.026835
20029	0.051422	0.074308	0.026654
20030	0.05332	0.074806	0.026468
20031	0.055212	0.075302	0.026277
20032	0.057109	0.0758	0.026082
20033	0.045699	0.073806	0.026838
20034	0.043798	0.073307	0.027016
20035	0.041902	0.072809	0.02719
20036	0.047595	0.074303	0.026656
20037	0.041895	0.075799	0.026083
20038	0.043797	0.0753	0.026278
20039	0.045693	0.074802	0.026469
20040	0.04713	0.075431	0.026227
20041	0.044756	0.076052	0.025982
20042	0.042373	0.076675	0.025728
20043	0.049514	0.074807	0.026467
20044	0.056634	0.076675	0.025728
20045	0.054258	0.076052	0.025982
20046	0.051891	0.075431	0.026227
20047	0.019	0.1773	0.024381
20048	0.016634	0.17668	0.024645
20049	0.014258	0.17605	0.024903
20050	0.011891	0.17543	0.025153
20051	0.0095141	0.17481	0.025397
20052	0.0071303	0.17543	0.025153
20053	0.0047556	0.17605	0.024903
20054	0.0023729	0.17668	0.024645
20055	0.0	0.1773	0.024381
20056	0.0	0.1763	0.024803
20057	0.0018953	0.1758	0.025006
20058	0.0037966	0.1753	0.025205
20059	0.0056929	0.1748	0.025398
20060	0.0075949	0.1743	0.025589
20061	0.0056992	0.17381	0.025774
20062	0.0037982	0.17331	0.025955
20063	0.0019016	0.17281	0.026131
20064	-7.8139e-18	0.17231	0.026304
20065	0.011422	0.17431	0.025587
20066	0.01332	0.17481	0.025397
20067	0.015212	0.1753	0.025204
20068	0.017109	0.1758	0.025005
20069	0.019	0.1763	0.024803
20070	0.019	0.17232	0.026299
20071	0.017103	0.17282	0.026127
20072	0.01521	0.17332	0.025951
20073	0.013313	0.17381	0.025771
20074	0.019	0.17131	0.026637
20075	0.016621	0.17193	0.026431
20076	0.014249	0.17256	0.026219
20077	0.01187	0.17318	0.026
20078	0.0095	0.1738	0.025774
20079	0.0071296	0.17318	0.026
20080	0.0047511	0.17256	0.026219
20081	0.0023794	0.17193	0.026431
20082	0.0	0.17131	0.026637
20083	0.019	0.17232	0.027355
20084	0.019	0.17131	0.027688
20085	0.0	0.1773	0.025469
20086	0.0	0.1763	0.025883
20087	-7.8139e-18	0.17231	0.02736
20088	0.0	0.17131	0.027688
20089	0.019	0.1773	0.025469
20090	0.019	0.1763	0.025883
20091	0.0071296	0.17318	0.027061
20092	0.0047511	0.17256	0.027276
20093	0.0023793	0.17193	0.027485
20094	0.0095	0.1738	0.026839
20095	0.016621	0.17193	0.027485
20096	0.014249	0.17256	0.027276
20097	0.01187	0.17318	0.027061
20098	0.017103	0.17282	0.027186
20099	0.01521	0.17332	0.027013
20100	0.013313	0.17381	0.026835
20101	0.011422	0.17431	0.026654
20102	0.01332	0.17481	0.026468
20103	0.015212	0.1753	0.026277
20104	0.017109	0.1758	0.026082
20105	0.0056992	0.17381	0.026838
20106	0.0037982	0.17331	0.027016
20107	0.0019016	0.17281	0.02719
20108	0.0075949	0.1743	0.026656
20109	0.0018953	0.1758	0.026083
20110	0.0037966	0.1753	0.026278
20111	0.0056929	0.1748	0.026469
20112	0.0071303	0.17543	0.026227
20113	0.0047557	0.17605	0.025982
20114	0.002373	0.17668	0.025728
20115	0.0095141	0.17481	0.026467
20116	0.016634	0.17668	0.025728
20117	0.014258	0.17605	0.025982
20118	0.011891	0.17543	0.026227
20119	0.039	0.1773	0.024381
20120	0.036634	0.17668	0.024645
20121	0.034258	0.17605	0.024903
20122	0.031891	0.17543	0.025153
20123	0.029514	0.17481	0.025397
20124	0.02713	0.17543	0.025153
20125	0.024756	0.17605	0.024903
20126	0.022373	0.17668	0.024645
20127	0.02	0.1773	0.024381
20128	0.02	0.1763	0.024803
20129	0.021895	0.1758	0.025006
20130	0.023797	0.1753	0.025205
20131	0.025693	0.1748	0.025398
20132	0.027595	0.1743	0.025589
20133	0.025699	0.17381	0.025774
20134	0.023798	0.17331	0.025955
20135	0.021902	0.17281	0.026131
20136	0.02	0.17231	0.026304
20137	0.031422	0.17431	0.025587
20138	0.03332	0.17481	0.025397
20139	0.035212	0.1753	0.025204
20140	0.037109	0.1758	0.025005
20141	0.039	0.1763	0.024803
20142	0.039	0.17232	0.026299
20143	0.037103	0.17282	0.026127
20144	0.03521	0.17332	0.025951
20145	0.033313	0.17381	0.025771
20146	0.039	0.17131	0.026637
20147	0.036621	0.17193	0.026431
20148	0.034249	0.17256	0.026219
20149	0.03187	0.17318	0.026
20150	0.0295	0.1738	0.025774
20151	0.02713	0.17318	0.026
20152	0.024751	0.17256	0.026219
20153	0.022379	0.17193	0.026431
20154	0.02	0.17131	0.026637
20155	0.02	0.1773	0.025469
20156	0.02	0.1763	0.025883
20157	0.02	0.17231	0.02736
20158	0.02	0.17131	0.027688
20159	0.039	0.1773	0.025469
20160	0.039	0.1763	0.025883
20161	0.039	0.17232	0.027355
20162	0.039	0.17131	0.027688
20163	0.02713	0.17318	0.027061
20164	0.024751	0.17256	0.027276
20165	0.022379	0.17193	0.027485
20166	0.0295	0.1738	0.026839
20167	0.036621	0.17193	0.027485
20168	0.034249	0.17256	0.027276
20169	0.03187	0.17318	0.027061
20170	0.037103	0.17282	0.027186
20171	0.03521	0.17332	0.027013
20172	0.033313	0.17381	0.026835
20173	0.031422	0.17431	0.026654
20174	0.03332	0.17481	0.026468
20175	0.035212	0.1753	0.026277
20176	0.037109	0.1758	0.026082
20177	0.025699	0.17381	0.026838
20178	0.023798	0.17331	0.027016
20179	0.021902	0.17281	0.02719
20180	0.027595	0.1743	0.026656
20181	0.021895	0.1758	0.026083
20182	0.023797	0.1753	0.026278
20183	0.025693	0.1748	0.026469
20184	0.02713	0.17543	0.026227
20185	0.024756	0.17605	0.025982
20186	0.022373	0.17668	0.025728
20187	0.029514	0.17481	0.026467
20188	0.036634	0.17668	0.025728
20189	0.034258	0.17605	0.025982
20190	0.031891	0.17543	0.026227
20191	0.059	0.1773	0.024381
20192	0.056634	0.17668	0.024645
20193	0.054258	0.17605	0.024903
20194	0.051891	0.17543	0.025153
20195	0.049514	0.17481	0.025397
20196	0.04713	0.17543	0.025153
20197	0.044756	0.17605	0.024903
20198	0.042373	0.17668	0.024645
20199	0.04	0.1773	0.024381
20200	0.04	0.1763	0.024803
20201	0.041895	0.1758	0.025006
20202	0.043797	0.1753	0.025205
20203	0.045693	0.1748	0.025398
20204	0.047595	0.1743	0.025589
20205	0.045699	0.17381	0.025774
20206	0.043798	0.17331	0.025955
20207	0.041902	0.17281	0.026131
20208	0.04	0.17231	0.026304
20209	0.051422	0.17431	0.025587
20210	0.05332	0.17481	0.025397
20211	0.055212	0.1753	0.025204
20212	0.057109	0.1758	0.025005
20213	0.059	0.1763	0.024803
20214	0.059	0.17232	0.026299
20215	0.057103	0.17282	0.026127
20216	0.05521	0.17332	0.025951
20217	0.053313	0.17381	0.025771
20218	0.059	0.17131	0.026637
20219	0.056621	0.17193	0.026431
20220	0.054249	0.17256	0.026219
20221	0.05187	0.17318	0.026
20222	0.0495	0.1738	0.025774
20223	0.04713	0.17318	0.026
20224	0.044751	0.17256	0.026219
20225	0.042379	0.17193	0.026431
20226	0.04	0.17131	0.026637
20227	0.059	0.17232	0.027355
20228	0.059	0.17131	0.027688
20229	0.04	0.1773	0.025469
20230	0.04	0.1763	0.025883
20231	0.04	0.17231	0.02736
20232	0.04	0.17131	0.027688
20233	0.059	0.1773	0.025469
20234	0.059	0.1763	0.025883
20235	0.04713	0.17318	0.027061
20236	0.044751	0.17256	0.027276
20237	0.042379	0.17193	0.027485
20238	0.0495	0.1738	0.026839
20239	0.056621	0.17193	0.027485
20240	0.054249	0.17256	0.027276
20241	0.05187	0.17318	0.027061
20242	0.057103	0.17282	0.027186
20243	0.05521	0.17332	0.027013
20244	0.053313	0.17381	0.026835
20245	0.051422	0.17431	0.026654
20246	0.05332	0.17481	0.026468
20247	0.055212	0.1753	0.026277
20248	0.057109	0.1758	0.026082
20249	0.045699	0.17381	0.026838
20250	0.043798	0.17331	0.027016
20251	0.041902	0.17281	0.02719
20252	0.047595	0.1743	0.026656
20253	0.041895	0.1758	0.026083
20254	0.043797	0.1753	0.026278
20255	0.045693	0.1748	0.026469
20256	0.04713	0.17543	0.026227
20257	0.044756	0.17605	0.025982
20258	0.042373	0.17668	0.025728
20259	0.049514	0.17481	0.026467
20260	0.056634	0.17668	0.025728
20261	0.054258	0.17605	0.025982
20262	0.051891	0.17543	0.026227
20263	0.0	0.2763	0.024803
20264	0.0	0.2773	0.024381
20265	0.019	0.27131	0.026637
20266	0.019	0.27232	0.026299
20267	0.016621	0.27193	0.026431
20268	0.014249	0.27256	0.026219
20269	0.01187	0.27318	0.026
20270	0.0095	0.2738	0.025774
20271	0.0071296	0.27318	0.026
20272	0.0047511	0.27256	0.026219
20273	0.0023794	0.27193	0.026431
20274	0.0	0.27131	0.026637
20275	0.0018953	0.2758	0.025006
20276	0.0037966	0.2753	0.025205
20277	0.0056929	0.2748	0.025398
20278	0.0075949	0.2743	0.025589
20279	0.0056992	0.27381	0.025774
20280	0.0037982	0.27331	0.025955
20281	0.0019016	0.27281	0.026131
20282	-7.8139e-18	0.27231	0.026304
20283	0.019	0.2773	0.024381
20284	0.016634	0.27668	0.024645
20285	0.014258	0.27605	0.024903
20286	0.011891	0.27543	0.025153
20287	0.0095141	0.27481	0.025397
20288	0.0071303	0.27543	0.025153
20289	0.0047556	0.27605	0.024903
20290	0.0023729	0.27668	0.024645
20291	0.011422	0.27431	0.025587
20292	0.01332	0.27481	0.025397
20293	0.015212	0.2753	0.025204
20294	0.017109	0.2758	0.025005
20295	0.019	0.2763	0.024803
20296	0.017103	0.27282	0.026127
20297	0.01521	0.27332	0.025951
20298	0.013313	0.27381	0.025771
20299	0.0	0.27131	0.027688
20300	-7.8139e-18	0.27231	0.02736
20301	0.019	0.2773	0.025469
20302	0.019	0.2763	0.025883
20303	0.017103	0.27282	0.027186
20304	0.01521	0.27332	0.027013
20305	0.013313	0.27381	0.026835
20306	0.019	0.27232	0.027355
20307	0.011422	0.27431	0.026654
20308	0.01332	0.27481	0.026468
20309	0.015212	0.2753	0.026277
20310	0.017109	0.2758	0.026082
20311	0.0071303	0.27543	0.026227
20312	0.0047557	0.27605	0.025982
20313	0.002373	0.27668	0.025728
20314	0.0	0.2773	0.025469
20315	0.0095141	0.27481	0.026467
20316	0.016634	0.27668	0.025728
20317	0.014258	0.27605	0.025982
20318	0.011891	0.27543	0.026227
20319	0.0056992	0.27381	0.026838
20320	0.0037982	0.27331	0.027016
20321	0.0019016	0.27281	0.02719
20322	0.0075949	0.2743	0.026656
20323	0.0018953	0.2758	0.026083
20324	0.0037966	0.2753	0.026278
20325	0.0056929	0.2748	0.026469
20326	0.0	0.2763	0.025883
20327	0.0071296	0.27318	0.027061
20328	0.0047511	0.27256	0.027276
20329	0.0023793	0.27193	0.027485
20330	0.0095	0.2738	0.026839
20331	0.016621	0.27193	0.027485
20332	0.014249	0.27256	0.027276
20333	0.01187	0.27318	0.027061
20334	0.019	0.27131	0.027688
20335	0.039	0.2773	0.024381
20336	0.036634	0.27668	0.024645
20337	0.034258	0.27605	0.024903
20338	0.031891	0.27543	0.025153
20339	0.029514	0.27481	0.025397
20340	0.02713	0.27543	0.025153
20341	0.024756	0.27605	0.024903
20342	0.022373	0.27668	0.024645
20343	0.02	0.2773	0.024381
20344	0.02	0.2763	0.024803
20345	0.021895	0.2758	0.025006
20346	0.023797	0.2753	0.025205
20347	0.025693	0.2748	0.025398
20348	0.027595	0.2743	0.025589
20349	0.025699	0.27381	0.025774
20350	0.023798	0.27331	0.025955
20351	0.021902	0.27281	0.026131
20352	0.02	0.27231	0.026304
20353	0.031422	0.27431	0.025587
20354	0.03332	0.27481	0.025397
20355	0.035212	0.2753	0.025204
20356	0.037109	0.2758	0.025005
20357	0.039	0.2763	0.024803
20358	0.039	0.27232	0.026299
20359	0.037103	0.27282	0.026127
20360	0.03521	0.27332	0.025951
20361	0.033313	0.27381	0.025771
20362	0.039	0.27131	0.026637
20363	0.036621	0.27193	0.026431
20364	0.034249	0.27256	0.026219
20365	0.03187	0.27318	0.026
20366	0.0295	0.2738	0.025774
20367	0.02713	0.27318	0.026
20368	0.024751	0.27256	0.026219
20369	0.022379	0.27193	0.026431
20370	0.02	0.27131	0.026637
20371	0.02	0.2773	0.025469
20372	0.02	0.2763	0.025883
20373	0.02	0.27231	0.02736
20374	0.02	0.27131	0.027688
20375	0.039	0.2773	0.025469
20376	0.039	0.2763	0.025883
20377	0.039	0.27232	0.027355
20378	0.039	0.27131	0.027688
20379	0.02713	0.27318	0.027061
20380	0.024751	0.27256	0.027276
20381	0.022379	0.27193	0.027485
20382	0.0295	0.2738	0.026839
20383	0.036621	0.27193	0.027485
20384	0.034249	0.27256	0.027276
20385	0.03187	0.27318	0.027061
20386	0.037103	0.27282	0.027186
20387	0.03521	0.27332	0.027013
20388	0.033313	0.27381	0.026835
20389	0.031422	0.27431	0.026654
20390	0.03332	0.27481	0.026468
20391	0.035212	0.2753	0.026277
20392	0.037109	0.2758	0.026082
20393	0.025699	0.27381	0.026838
20394	0.023798	0.27331	0.027016
20395	0.021902	0.27281	0.02719
20396	0.027595	0.2743	0.026656
20397	0.021895	0.2758	0.026083
20398	0.023797	0.2753	0.026278
20399	0.025693	0.2748	0.026469
20400	0.02713	0.27543	0.026227
20401	0.024756	0.27605	0.025982
20402	0.022373	0.27668	0.025728
20403	0.029514	0.27481	0.026467
20404	0.036634	0.27668	0.025728
20405	0.034258	0.27605	0.025982
20406	0.031891	0.27543	0.026227
20407	0.059	0.2773	0.024381
20408	0.056634	0.27668	0.024645
20409	0.054258	0.27605	0.024903
20410	0.051891	0.27543	0.025153
20411	0.049514	0.27481	0.025397
20412	0.04713	0.27543	0.025153
20413	0.044756	0.27605	0.024903
20414	0.042373	0.27668	0.024645
20415	0.04	0.2773	0.024381
20416	0.04	0.2763	0.024803
20417	0.041895	0.2758	0.025006
20418	0.043797	0.2753	0.025205
20419	0.045693	0.2748	0.025398
20420	0.047595	0.2743	0.025589
20421	0.045699	0.27381	0.025774
20422	0.043798	0.27331	0.025955
20423	0.041902	0.27281	0.026131
20424	0.04	0.27231	0.026304
20425	0.051422	0.27431	0.025587
20426	0.05332	0.27481	0.025397
20427	0.055212	0.2753	0.025204
20428	0.057109	0.2758	0.025005
20429	0.059	0.2763	0.024803
20430	0.059	0.27232	0.026299
20431	0.057103	0.27282	0.026127
20432	0.05521	0.27332	0.025951
20433	0.053313	0.27381	0.025771
20434	0.059	0.27131	0.026637
20435	0.056621	0.27193	0.026431
20436	0.054249	0.27256	0.026219
20437	0.05187	0.27318	0.026
20438	0.0495	0.2738	0.025774
20439	0.04713	0.27318	0.026
20440	0.044751	0.27256	0.026219
20441	0.042379	0.27193	0.026431
20442	0.04	0.27131	0.026637
20443	0.04	0.2773	0.025469
20444	0.04	0.2763	0.025883
20445	0.04	0.27231	0.02736
20446	0.04	0.27131	0.027688
20447	0.059	0.2773	0.025469
20448	0.059	0.2763	0.025883
20449	0.059	0.27232	0.027355
20450	0.059	0.27131	0.027688
20451	0.04713	0.27318	0.027061
20452	0.044751	0.27256	0.027276
20453	0.042379	0.27193	0.027485
20454	0.0495	0.2738	0.026839
20455	0.056621	0.27193	0.027485
20456	0.054249	0.27256	0.027276
20457	0.05187	0.27318	0.027061
20458	0.057103	0.27282	0.027186
20459	0.05521	0.27332	0.027013
20460	0.053313	0.27381	0.026835
20461	0.051422	0.27431	0.026654
20462	0.05332	0.27481	0.026468
20463	0.055212	0.2753	0.026277
20464	0.057109	0.2758	0.026082
20465	0.045699	0.27381	0.026838
20466	0.043798	0.27331	0.027016
20467	0.041902	0.27281	0.02719
20468	0.047595	0.2743	0.026656
20469	0.041895	0.2758	0.026083
20470	0.043797	0.2753	0.026278
20471	0.045693	0.2748	0.026469
20472	0.04713	0.27543	0.026227
20473	0.044756	0.27605	0.025982
20474	0.042373	0.27668	0.025728
20475	0.049514	0.27481	0.026467
20476	0.056634	0.27668	0.025728
20477	0.054258	0.27605	0.025982
20478	0.051891	0.27543	0.026227
20479	0.019	0.030325	0.027145
20480	0.017108	0.03082	0.027291
20481	0.015212	0.031316	0.027432
20482	0.013319	0.031811	0.02757
20483	0.011422	0.032308	0.027703
20484	0.013314	0.032804	0.027833
20485	0.015211	0.033302	0.027959
20486	0.017104	0.033799	0.028081
20487	0.019	0.034296	0.028199
20488	0.0095141	0.032807	0.027834
20489	0.0071386	0.033428	0.027991
20490	0.0047578	0.034051	0.028142
20491	0.0023814	0.034673	0.028286
20492	0.0	0.035296	0.028425
20493	0.019	0.035296	0.028425
20494	0.016626	0.034673	0.028286
20495	0.014256	0.034051	0.028142
20496	0.011882	0.033428	0.027991
20497	0.0075949	0.032303	0.027702
20498	0.0056939	0.031804	0.027568
20499	0.0037969	0.031306	0.02743
20500	0.0018964	0.030808	0.027287
20501	-7.8139e-18	0.03031	0.027141
20502	3.4694e-18	0.034296	0.028199
20503	0.0019007	0.033798	0.028081
20504	0.0037979	0.0333	0.027959
20505	0.0056982	0.032801	0.027832
20506	0.0095	0.031803	0.027567
20507	0.0071214	0.031179	0.027394
20508	0.0047491	0.030556	0.027214
20509	0.0023711	0.029932	0.027027
20510	0.0	0.02931	0.026835
20511	0.019	0.02931	0.026835
20512	0.016629	0.029932	0.027027
20513	0.014251	0.030556	0.027214
20514	0.011879	0.031179	0.027394
20515	0.019	0.034296	0.029226
20516	0.019	0.035296	0.029449
20517	0.019	0.030325	0.028188
20518	0.019	0.02931	0.027883
20519	0.0	0.035296	0.029449
20520	0.0	0.034296	0.029226
20521	-7.8139e-18	0.03031	0.028184
20522	0.0	0.02931	0.027883
20523	0.016629	0.029932	0.028072
20524	0.014251	0.030556	0.028256
20525	0.011879	0.031179	0.028432
20526	0.0095	0.031803	0.028604
20527	0.0071214	0.031179	0.028432
20528	0.0047491	0.030556	0.028256
20529	0.0023712	0.029932	0.028072
20530	0.0019007	0.033798	0.029109
20531	0.0037979	0.0333	0.028989
20532	0.0056982	0.032801	0.028864
20533	0.0075949	0.032303	0.028736
20534	0.005694	0.031804	0.028604
20535	0.0037969	0.031306	0.028468
20536	0.0018964	0.030808	0.028328
20537	0.016626	0.034673	0.029312
20538	0.014256	0.034051	0.029169
20539	0.011882	0.033428	0.02902
20540	0.0095141	0.032807	0.028866
20541	0.0071386	0.033428	0.02902
20542	0.0047577	0.034051	0.029169
20543	0.0023814	0.034673	0.029312
20544	0.013314	0.032804	0.028865
20545	0.015211	0.033302	0.028989
20546	0.017104	0.033799	0.02911
20547	0.011422	0.032308	0.028737
20548	0.017108	0.03082	0.028331
20549	0.015212	0.031316	0.028471
20550	0.013319	0.031811	0.028606
20551	0.039	0.035296	0.028425
20552	0.036626	0.034673	0.028286
20553	0.034256	0.034051	0.028142
20554	0.031882	0.033428	0.027991
20555	0.029514	0.032807	0.027834
20556	0.027139	0.033428	0.027991
20557	0.024758	0.034051	0.028142
20558	0.022381	0.034673	0.028286
20559	0.02	0.035296	0.028425
20560	0.02	0.034296	0.028199
20561	0.021901	0.033798	0.028081
20562	0.023798	0.0333	0.027959
20563	0.025698	0.032801	0.027832
20564	0.027595	0.032303	0.027702
20565	0.025694	0.031804	0.027568
20566	0.023797	0.031306	0.02743
20567	0.021896	0.030808	0.027287
20568	0.02	0.03031	0.027141
20569	0.031422	0.032308	0.027703
20570	0.033314	0.032804	0.027833
20571	0.035211	0.033302	0.027959
20572	0.037104	0.033799	0.028081
20573	0.039	0.034296	0.028199
20574	0.039	0.030325	0.027145
20575	0.037108	0.03082	0.027291
20576	0.035212	0.031316	0.027432
20577	0.033319	0.031811	0.02757
20578	0.039	0.02931	0.026835
20579	0.036629	0.029932	0.027027
20580	0.034251	0.030556	0.027214
20581	0.031879	0.031179	0.027394
20582	0.0295	0.031803	0.027567
20583	0.027121	0.031179	0.027394
20584	0.024749	0.030556	0.027214
20585	0.022371	0.029932	0.027027
20586	0.02	0.02931	0.026835
20587	0.039	0.030325	0.028188
20588	0.039	0.02931	0.027883
20589	0.039	0.035296	0.029449
20590	0.039	0.034296	0.029226
20591	0.02	0.03031	0.028184
20592	0.02	0.02931	0.027883
20593	0.02	0.035296	0.029449
20594	0.02	0.034296	0.029226
20595	0.027121	0.031179	0.028432
20596	0.024749	0.030556	0.028256
20597	0.022371	0.029932	0.028072
20598	0.0295	0.031803	0.028604
20599	0.036629	0.029932	0.028072
20600	0.034251	0.030556	0.028256
20601	0.031879	0.031179	0.028432
20602	0.037108	0.03082	0.028331
20603	0.035212	0.031316	0.028471
20604	0.033319	0.031811	0.028606
20605	0.031422	0.032308	0.028737
20606	0.033314	0.032804	0.028865
20607	0.035211	0.033302	0.028989
20608	0.037104	0.033799	0.02911
20609	0.025694	0.031804	0.028604
20610	0.023797	0.031306	0.028468
20611	0.021896	0.030808	0.028328
20612	0.027595	0.032303	0.028736
20613	0.021901	0.033798	0.029109
20614	0.023798	0.0333	0.028989
20615	0.025698	0.032801	0.028864
20616	0.027139	0.033428	0.02902
20617	0.024758	0.034051	0.029169
20618	0.022381	0.034673	0.029312
20619	0.029514	0.032807	0.028866
20620	0.036626	0.034673	0.029312
20621	0.034256	0.034051	0.029169
20622	0.031882	0.033428	0.02902
20623	0.059	0.035296	0.028425
20624	0.056626	0.034673	0.028286
20625	0.054256	0.034051	0.028142
20626	0.051882	0.033428	0.027991
20627	0.049514	0.032807	0.027834
20628	0.047139	0.033428	0.027991
20629	0.044758	0.034051	0.028142
20630	0.042381	0.034673	0.028286
20631	0.04	0.035296	0.028425
20632	0.04	0.034296	0.028199
20633	0.041901	0.033798	0.028081
20634	0.043798	0.0333	0.027959
20635	0.045698	0.032801	0.027832
20636	0.047595	0.032303	0.027702
20637	0.045694	0.031804	0.027568
20638	0.043797	0.031306	0.02743
20639	0.041896	0.030808	0.027287
20640	0.04	0.03031	0.027141
20641	0.051422	0.032308	0.027703
20642	0.053314	0.032804	0.027833
20643	0.055211	0.033302	0.027959
20644	0.057104	0.033799	0.028081
20645	0.059	0.034296	0.028199
20646	0.059	0.030325	0.027145
20647	0.057108	0.03082	0.027291
20648	0.055212	0.031316	0.027432
20649	0.053319	0.031811	0.02757
20650	0.059	0.02931	0.026835
20651	0.056629	0.029932	0.027027
20652	0.054251	0.030556	0.027214
20653	0.051879	0.031179	0.027394
20654	0.0495	0.031803	0.027567
20655	0.047121	0.031179	0.027394
20656	0.044749	0.030556	0.027214
20657	0.042371	0.029932	0.027027
20658	0.04	0.02931	0.026835
20659	0.059	0.030325	0.028188
20660	0.059	0.02931	0.027883
20661	0.059	0.035296	0.029449
20662	0.059	0.034296	0.029226
20663	0.04	0.03031	0.028184
20664	0.04	0.02931	0.027883
20665	0.04	0.035296	0.029449
20666	0.04	0.034296	0.029226
20667	0.047121	0.031179	0.028432
20668	0.044749	0.030556	0.028256
20669	0.042371	0.029932	0.028072
20670	0.0495	0.031803	0.028604
20671	0.056629	0.029932	0.028072
20672	0.054251	0.030556	0.028256
20673	0.051879	0.031179	0.028432
20674	0.057108	0.03082	0.028331
20675	0.055212	0.031316	0.028471
20676	0.053319	0.031811	0.028606
20677	0.051422	0.032308	0.028737
20678	0.053314	0.032804	0.028865
20679	0.055211	0.033302	0.028989
20680	0.057104	0.033799	0.02911
20681	0.045694	0.031804	0.028604
20682	0.043797	0.031306	0.028468
20683	0.041896	0.030808	0.028328
20684	0.047595	0.032303	0.028736
20685	0.041901	0.033798	0.029109
20686	0.043798	0.0333	0.028989
20687	0.045698	0.032801	0.028864
20688	0.047139	0.033428	0.02902
20689	0.044758	0.034051	0.029169
20690	0.042381	0.034673	0.029312
20691	0.049514	0.032807	0.028866
20692	0.056626	0.034673	0.029312
20693	0.054256	0.034051	0.029169
20694	0.051882	0.033428	0.02902
20695	0.019	0.1353	0.028425
20696	0.016626	0.13467	0.028286
