NodeID, BodyID
     1316.,  -340723.
     1317.,  -340723.
     1318.,  -340723.
     1319.,  -340723.
     1320.,  -340723.
     1321.,  -340723.
     1322.,  -340723.
     1323.,  -340723.
     1324.,  -340723.
     1325.,  -340723.
     1326.,  -340723.
     1327.,  -340723.
     1328.,  -340723.
     1329.,  -340723.
     1330.,  -340723.
     1331.,  -340723.
     1332.,  -340723.
     1333.,  -340723.
     1334.,  -340723.
     1335.,  -340723.
     1336.,  -340723.
     1337.,  -340723.
     1338.,  -340723.
     1339.,  -340723.
     1340.,  -340723.
     1341.,  -340723.
     1342.,  -340723.
     1343.,  -340723.
     1344.,  -340723.
     1345.,  -340723.
     1346.,  -340723.
     1347.,  -340723.
     1348.,  -340723.
     1349.,  -340723.
     1350.,  -340723.
     1351.,  -340723.
     1352.,  -340723.
     1353.,  -340723.
     1354.,  -340723.
     1355.,  -340723.
     1356.,  -340723.
     1357.,  -340723.
     1358.,  -340723.
     1359.,  -340723.
