,Beam,Node,X,Y,Z,track,arch,original,arc,beam_id,beam_id_mirrored,Beam_mirrored,Beam_mirrored_num
4954,Beam_2_3_9,25316,0.02475,0.2568,0.030176,3,3,437,2,9,7,Beam_2_3_7,2307
4955,Beam_2_3_9,25315,0.0295,0.2568,0.030176,3,3,437,2,9,7,Beam_2_3_7,2307
4956,Beam_2_3_9,25314,0.03425,0.2568,0.030176,3,3,437,2,9,7,Beam_2_3_7,2307
4957,Beam_2_3_9,25312,0.039,0.2568,0.030176,3,3,437,2,9,7,Beam_2_3_7,2307
4958,Beam_2_3_10,22973,0.022376,0.25793,0.030559,3,3,383,2,10,6,Beam_2_3_6,2306
4959,Beam_2_3_10,22961,0.022376,0.25793,0.029553,3,3,383,2,10,6,Beam_2_3_6,2306
4960,Beam_2_3_10,22975,0.036624,0.25793,0.030559,3,3,383,2,10,6,Beam_2_3_6,2306
4961,Beam_2_3_10,22955,0.036624,0.25793,0.029553,3,3,383,2,10,6,Beam_2_3_6,2306
4962,Beam_2_3_10,22972,0.02475,0.25856,0.030485,3,3,383,2,10,6,Beam_2_3_6,2306
4963,Beam_2_3_10,22960,0.02475,0.25856,0.029478,3,3,383,2,10,6,Beam_2_3_6,2306
4964,Beam_2_3_10,22976,0.03425,0.25856,0.030485,3,3,383,2,10,6,Beam_2_3_6,2306
4965,Beam_2_3_10,22956,0.03425,0.25856,0.029478,3,3,383,2,10,6,Beam_2_3_6,2306
4966,Beam_2_3_10,22987,0.0219,0.25881,0.030454,3,3,383,2,10,6,Beam_2_3_6,2306
4967,Beam_2_3_10,22943,0.0219,0.25881,0.029446,3,3,383,2,10,6,Beam_2_3_6,2306
4968,Beam_2_3_10,22951,0.037104,0.25882,0.029444,3,3,383,2,10,6,Beam_2_3_6,2306
4969,Beam_2_3_10,22978,0.037105,0.25882,0.030452,3,3,383,2,10,6,Beam_2_3_6,2306
4970,Beam_2_3_10,22959,0.027127,0.25918,0.029397,3,3,383,2,10,6,Beam_2_3_6,2306
4971,Beam_2_3_10,22971,0.027127,0.25918,0.030406,3,3,383,2,10,6,Beam_2_3_6,2306
4972,Beam_2_3_10,22957,0.031873,0.25918,0.029397,3,3,383,2,10,6,Beam_2_3_6,2306
4973,Beam_2_3_10,22977,0.031873,0.25918,0.030406,3,3,383,2,10,6,Beam_2_3_6,2306
4974,Beam_2_3_10,22942,0.023798,0.25931,0.02938,3,3,383,2,10,6,Beam_2_3_6,2306
4975,Beam_2_3_10,22986,0.023798,0.25931,0.030389,3,3,383,2,10,6,Beam_2_3_6,2306
4976,Beam_2_3_10,22952,0.035211,0.25932,0.029378,3,3,383,2,10,6,Beam_2_3_6,2306
4977,Beam_2_3_10,22979,0.035211,0.25932,0.030388,3,3,383,2,10,6,Beam_2_3_6,2306
4978,Beam_2_3_10,22974,0.0295,0.2598,0.03032,3,3,383,2,10,6,Beam_2_3_6,2306
4979,Beam_2_3_10,22958,0.0295,0.2598,0.02931,3,3,383,2,10,6,Beam_2_3_6,2306
4980,Beam_2_3_10,22985,0.025697,0.25981,0.03032,3,3,383,2,10,6,Beam_2_3_6,2306
4981,Beam_2_3_10,22941,0.025697,0.25981,0.02931,3,3,383,2,10,6,Beam_2_3_6,2306
4982,Beam_2_3_10,22980,0.033315,0.25981,0.030319,3,3,383,2,10,6,Beam_2_3_6,2306
4983,Beam_2_3_10,22953,0.033315,0.25981,0.029309,3,3,383,2,10,6,Beam_2_3_6,2306
4984,Beam_2_3_10,22988,0.027595,0.2603,0.030248,3,3,383,2,10,6,Beam_2_3_6,2306
4985,Beam_2_3_10,22940,0.027595,0.2603,0.029237,3,3,383,2,10,6,Beam_2_3_6,2306
4986,Beam_2_3_10,22981,0.031422,0.26031,0.030247,3,3,383,2,10,6,Beam_2_3_6,2306
4987,Beam_2_3_10,22945,0.031422,0.26031,0.029236,3,3,383,2,10,6,Beam_2_3_6,2306
4988,Beam_2_3_10,22939,0.025695,0.2608,0.029159,3,3,383,2,10,6,Beam_2_3_6,2306
4989,Beam_2_3_10,22991,0.025695,0.2608,0.030172,3,3,383,2,10,6,Beam_2_3_6,2306
4990,Beam_2_3_10,22931,0.029514,0.26081,0.029159,3,3,383,2,10,6,Beam_2_3_6,2306
4991,Beam_2_3_10,22995,0.029514,0.26081,0.030171,3,3,383,2,10,6,Beam_2_3_6,2306
4992,Beam_2_3_10,22946,0.033318,0.26081,0.029159,3,3,383,2,10,6,Beam_2_3_6,2306
4993,Beam_2_3_10,22982,0.033318,0.26081,0.030171,3,3,383,2,10,6,Beam_2_3_6,2306
4994,Beam_2_3_10,22938,0.023797,0.2613,0.029079,3,3,383,2,10,6,Beam_2_3_6,2306
4995,Beam_2_3_10,22990,0.023797,0.2613,0.030092,3,3,383,2,10,6,Beam_2_3_6,2306
4996,Beam_2_3_10,22983,0.035211,0.2613,0.030092,3,3,383,2,10,6,Beam_2_3_6,2306
4997,Beam_2_3_10,22947,0.035211,0.2613,0.029078,3,3,383,2,10,6,Beam_2_3_6,2306
4998,Beam_2_3_10,22932,0.027133,0.26143,0.029057,3,3,383,2,10,6,Beam_2_3_6,2306
4999,Beam_2_3_10,22992,0.027133,0.26143,0.030071,3,3,383,2,10,6,Beam_2_3_6,2306
5000,Beam_2_3_10,22930,0.031888,0.26143,0.029057,3,3,383,2,10,6,Beam_2_3_6,2306
5001,Beam_2_3_10,22998,0.031888,0.26143,0.030071,3,3,383,2,10,6,Beam_2_3_6,2306
5002,Beam_2_3_10,22937,0.021897,0.2618,0.028994,3,3,383,2,10,6,Beam_2_3_6,2306
5003,Beam_2_3_10,22989,0.021897,0.2618,0.030009,3,3,383,2,10,6,Beam_2_3_6,2306
5004,Beam_2_3_10,22984,0.037107,0.2618,0.030009,3,3,383,2,10,6,Beam_2_3_6,2306
5005,Beam_2_3_10,22948,0.037107,0.2618,0.028994,3,3,383,2,10,6,Beam_2_3_6,2306
5006,Beam_2_3_10,22993,0.024757,0.26205,0.029965,3,3,383,2,10,6,Beam_2_3_6,2306
5007,Beam_2_3_10,22933,0.024757,0.26205,0.02895,3,3,383,2,10,6,Beam_2_3_6,2306
5008,Beam_2_3_10,22929,0.034258,0.26205,0.02895,3,3,383,2,10,6,Beam_2_3_6,2306
5009,Beam_2_3_10,22997,0.034258,0.26205,0.029965,3,3,383,2,10,6,Beam_2_3_6,2306
5010,Beam_2_3_10,22934,0.022376,0.26267,0.028836,3,3,383,2,10,6,Beam_2_3_6,2306
5011,Beam_2_3_10,22994,0.022376,0.26267,0.029853,3,3,383,2,10,6,Beam_2_3_6,2306
5012,Beam_2_3_10,22928,0.036631,0.26267,0.028836,3,3,383,2,10,6,Beam_2_3_6,2306
5013,Beam_2_3_10,22996,0.036631,0.26267,0.029853,3,3,383,2,10,6,Beam_2_3_6,2306
5014,Beam_2_3_10,25304,0.02,0.2638,0.029125,3,3,383,2,10,6,Beam_2_3_6,2306
5015,Beam_2_3_10,25307,0.02475,0.2638,0.029125,3,3,383,2,10,6,Beam_2_3_6,2306
5016,Beam_2_3_10,25306,0.0295,0.2638,0.029125,3,3,383,2,10,6,Beam_2_3_6,2306
5017,Beam_2_3_10,25305,0.03425,0.2638,0.029125,3,3,383,2,10,6,Beam_2_3_6,2306
5018,Beam_2_3_10,25303,0.039,0.2638,0.029125,3,3,383,2,10,6,Beam_2_3_6,2306
5019,Beam_2_3_11,21677,0.022378,0.26493,0.029399,3,3,329,2,11,5,Beam_2_3_5,2305
5020,Beam_2_3_11,21665,0.022378,0.26493,0.028375,3,3,329,2,11,5,Beam_2_3_5,2305
5021,Beam_2_3_11,21679,0.036622,0.26493,0.029399,3,3,329,2,11,5,Beam_2_3_5,2305
5022,Beam_2_3_11,21659,0.036622,0.26493,0.028375,3,3,329,2,11,5,Beam_2_3_5,2305
5023,Beam_2_3_11,21664,0.024751,0.26556,0.028234,3,3,329,2,11,5,Beam_2_3_5,2305
5024,Beam_2_3_11,21676,0.024751,0.26556,0.02926,3,3,329,2,11,5,Beam_2_3_5,2305
5025,Beam_2_3_11,21680,0.034249,0.26556,0.02926,3,3,329,2,11,5,Beam_2_3_5,2305
5026,Beam_2_3_11,21660,0.034249,0.26556,0.028234,3,3,329,2,11,5,Beam_2_3_5,2305
5027,Beam_2_3_11,21691,0.021901,0.26581,0.029202,3,3,329,2,11,5,Beam_2_3_5,2305
5028,Beam_2_3_11,21647,0.021901,0.26581,0.028175,3,3,329,2,11,5,Beam_2_3_5,2305
5029,Beam_2_3_11,21655,0.037104,0.26582,0.028172,3,3,329,2,11,5,Beam_2_3_5,2305
5030,Beam_2_3_11,21682,0.037104,0.26582,0.029199,3,3,329,2,11,5,Beam_2_3_5,2305
5031,Beam_2_3_11,21663,0.027128,0.26618,0.028086,3,3,329,2,11,5,Beam_2_3_5,2305
5032,Beam_2_3_11,21675,0.027128,0.26618,0.029114,3,3,329,2,11,5,Beam_2_3_5,2305
5033,Beam_2_3_11,21681,0.031872,0.26618,0.029114,3,3,329,2,11,5,Beam_2_3_5,2305
5034,Beam_2_3_11,21661,0.031872,0.26618,0.028086,3,3,329,2,11,5,Beam_2_3_5,2305
5035,Beam_2_3_11,21690,0.023798,0.26631,0.029084,3,3,329,2,11,5,Beam_2_3_5,2305
5036,Beam_2_3_11,21646,0.023798,0.26631,0.028056,3,3,329,2,11,5,Beam_2_3_5,2305
5037,Beam_2_3_11,21683,0.035211,0.26632,0.029082,3,3,329,2,11,5,Beam_2_3_5,2305
5038,Beam_2_3_11,21656,0.035211,0.26632,0.028053,3,3,329,2,11,5,Beam_2_3_5,2305
5039,Beam_2_3_11,21662,0.0295,0.2668,0.027933,3,3,329,2,11,5,Beam_2_3_5,2305
5040,Beam_2_3_11,21678,0.0295,0.2668,0.028964,3,3,329,2,11,5,Beam_2_3_5,2305
5041,Beam_2_3_11,21645,0.025698,0.26681,0.027932,3,3,329,2,11,5,Beam_2_3_5,2305
5042,Beam_2_3_11,21689,0.025698,0.26681,0.028963,3,3,329,2,11,5,Beam_2_3_5,2305
5043,Beam_2_3_11,21657,0.033315,0.26681,0.027931,3,3,329,2,11,5,Beam_2_3_5,2305
5044,Beam_2_3_11,21684,0.033315,0.26681,0.028961,3,3,329,2,11,5,Beam_2_3_5,2305
5045,Beam_2_3_11,21644,0.027595,0.2673,0.027805,3,3,329,2,11,5,Beam_2_3_5,2305
5046,Beam_2_3_11,21692,0.027595,0.2673,0.028838,3,3,329,2,11,5,Beam_2_3_5,2305
5047,Beam_2_3_11,21685,0.031422,0.26731,0.028837,3,3,329,2,11,5,Beam_2_3_5,2305
5048,Beam_2_3_11,21649,0.031422,0.26731,0.027804,3,3,329,2,11,5,Beam_2_3_5,2305
5049,Beam_2_3_11,21643,0.025694,0.2678,0.027674,3,3,329,2,11,5,Beam_2_3_5,2305
5050,Beam_2_3_11,21695,0.025694,0.2678,0.028709,3,3,329,2,11,5,Beam_2_3_5,2305
5051,Beam_2_3_11,21635,0.029514,0.26781,0.027673,3,3,329,2,11,5,Beam_2_3_5,2305
5052,Beam_2_3_11,21699,0.029514,0.26781,0.028707,3,3,329,2,11,5,Beam_2_3_5,2305
5053,Beam_2_3_11,21686,0.033319,0.26781,0.028708,3,3,329,2,11,5,Beam_2_3_5,2305
5054,Beam_2_3_11,21650,0.033319,0.26781,0.027673,3,3,329,2,11,5,Beam_2_3_5,2305
5055,Beam_2_3_11,21694,0.023797,0.2683,0.028576,3,3,329,2,11,5,Beam_2_3_5,2305
5056,Beam_2_3_11,21642,0.023797,0.2683,0.027539,3,3,329,2,11,5,Beam_2_3_5,2305
5057,Beam_2_3_11,21687,0.035212,0.2683,0.028575,3,3,329,2,11,5,Beam_2_3_5,2305
5058,Beam_2_3_11,21651,0.035212,0.2683,0.027539,3,3,329,2,11,5,Beam_2_3_5,2305
5059,Beam_2_3_11,21696,0.027132,0.26843,0.02854,3,3,329,2,11,5,Beam_2_3_5,2305
5060,Beam_2_3_11,21636,0.027132,0.26843,0.027503,3,3,329,2,11,5,Beam_2_3_5,2305
5061,Beam_2_3_11,21702,0.031889,0.26843,0.02854,3,3,329,2,11,5,Beam_2_3_5,2305
5062,Beam_2_3_11,21634,0.031889,0.26843,0.027503,3,3,329,2,11,5,Beam_2_3_5,2305
5063,Beam_2_3_11,21641,0.021896,0.2688,0.0274,3,3,329,2,11,5,Beam_2_3_5,2305
5064,Beam_2_3_11,21693,0.021896,0.2688,0.028439,3,3,329,2,11,5,Beam_2_3_5,2305
5065,Beam_2_3_11,21652,0.037108,0.2688,0.0274,3,3,329,2,11,5,Beam_2_3_5,2305
5066,Beam_2_3_11,21688,0.037108,0.2688,0.028438,3,3,329,2,11,5,Beam_2_3_5,2305
5067,Beam_2_3_11,21637,0.024756,0.26905,0.027328,3,3,329,2,11,5,Beam_2_3_5,2305
5068,Beam_2_3_11,21697,0.024756,0.26905,0.028368,3,3,329,2,11,5,Beam_2_3_5,2305
5069,Beam_2_3_11,21701,0.034258,0.26905,0.028368,3,3,329,2,11,5,Beam_2_3_5,2305
5070,Beam_2_3_11,21633,0.034258,0.26905,0.027328,3,3,329,2,11,5,Beam_2_3_5,2305
5071,Beam_2_3_11,21698,0.022375,0.26967,0.028188,3,3,329,2,11,5,Beam_2_3_5,2305
5072,Beam_2_3_11,21638,0.022375,0.26967,0.027146,3,3,329,2,11,5,Beam_2_3_5,2305
5073,Beam_2_3_11,21632,0.036632,0.26967,0.027146,3,3,329,2,11,5,Beam_2_3_5,2305
5074,Beam_2_3_11,21700,0.036632,0.26967,0.028188,3,3,329,2,11,5,Beam_2_3_5,2305
5075,Beam_2_3_11,25457,0.02,0.2708,0.027323,3,3,329,2,11,5,Beam_2_3_5,2305
5076,Beam_2_3_11,25460,0.02475,0.2708,0.027323,3,3,329,2,11,5,Beam_2_3_5,2305
5077,Beam_2_3_11,25459,0.0295,0.2708,0.027323,3,3,329,2,11,5,Beam_2_3_5,2305
5078,Beam_2_3_11,25458,0.03425,0.2708,0.027323,3,3,329,2,11,5,Beam_2_3_5,2305
5079,Beam_2_3_11,25456,0.039,0.2708,0.027323,3,3,329,2,11,5,Beam_2_3_5,2305
5080,Beam_2_3_12,20381,0.022379,0.27193,0.027485,3,3,275,2,12,4,Beam_2_3_4,2304
5081,Beam_2_3_12,20369,0.022379,0.27193,0.026431,3,3,275,2,12,4,Beam_2_3_4,2304
5082,Beam_2_3_12,20383,0.036621,0.27193,0.027485,3,3,275,2,12,4,Beam_2_3_4,2304
5083,Beam_2_3_12,20363,0.036621,0.27193,0.026431,3,3,275,2,12,4,Beam_2_3_4,2304
5084,Beam_2_3_12,20368,0.024751,0.27256,0.026219,3,3,275,2,12,4,Beam_2_3_4,2304
5085,Beam_2_3_12,20380,0.024751,0.27256,0.027276,3,3,275,2,12,4,Beam_2_3_4,2304
5086,Beam_2_3_12,20384,0.034249,0.27256,0.027276,3,3,275,2,12,4,Beam_2_3_4,2304
5087,Beam_2_3_12,20364,0.034249,0.27256,0.026219,3,3,275,2,12,4,Beam_2_3_4,2304
5088,Beam_2_3_12,20351,0.021902,0.27281,0.026131,3,3,275,2,12,4,Beam_2_3_4,2304
5089,Beam_2_3_12,20395,0.021902,0.27281,0.02719,3,3,275,2,12,4,Beam_2_3_4,2304
5090,Beam_2_3_12,20386,0.037103,0.27282,0.027186,3,3,275,2,12,4,Beam_2_3_4,2304
5091,Beam_2_3_12,20359,0.037103,0.27282,0.026127,3,3,275,2,12,4,Beam_2_3_4,2304
5092,Beam_2_3_12,20379,0.02713,0.27318,0.027061,3,3,275,2,12,4,Beam_2_3_4,2304
5093,Beam_2_3_12,20367,0.02713,0.27318,0.026,3,3,275,2,12,4,Beam_2_3_4,2304
5094,Beam_2_3_12,20385,0.03187,0.27318,0.027061,3,3,275,2,12,4,Beam_2_3_4,2304
5095,Beam_2_3_12,20365,0.03187,0.27318,0.026,3,3,275,2,12,4,Beam_2_3_4,2304
5096,Beam_2_3_12,20350,0.023798,0.27331,0.025955,3,3,275,2,12,4,Beam_2_3_4,2304
5097,Beam_2_3_12,20394,0.023798,0.27331,0.027016,3,3,275,2,12,4,Beam_2_3_4,2304
5098,Beam_2_3_12,20387,0.03521,0.27332,0.027013,3,3,275,2,12,4,Beam_2_3_4,2304
5099,Beam_2_3_12,20360,0.03521,0.27332,0.025951,3,3,275,2,12,4,Beam_2_3_4,2304
5100,Beam_2_3_12,20366,0.0295,0.2738,0.025774,3,3,275,2,12,4,Beam_2_3_4,2304
5101,Beam_2_3_12,20382,0.0295,0.2738,0.026839,3,3,275,2,12,4,Beam_2_3_4,2304
5102,Beam_2_3_12,20393,0.025699,0.27381,0.026838,3,3,275,2,12,4,Beam_2_3_4,2304
5103,Beam_2_3_12,20349,0.025699,0.27381,0.025774,3,3,275,2,12,4,Beam_2_3_4,2304
5104,Beam_2_3_12,20361,0.033313,0.27381,0.025771,3,3,275,2,12,4,Beam_2_3_4,2304
5105,Beam_2_3_12,20388,0.033313,0.27381,0.026835,3,3,275,2,12,4,Beam_2_3_4,2304
5106,Beam_2_3_12,20396,0.027595,0.2743,0.026656,3,3,275,2,12,4,Beam_2_3_4,2304
5107,Beam_2_3_12,20348,0.027595,0.2743,0.025589,3,3,275,2,12,4,Beam_2_3_4,2304
5108,Beam_2_3_12,20389,0.031422,0.27431,0.026654,3,3,275,2,12,4,Beam_2_3_4,2304
5109,Beam_2_3_12,20353,0.031422,0.27431,0.025587,3,3,275,2,12,4,Beam_2_3_4,2304
5110,Beam_2_3_12,20399,0.025693,0.2748,0.026469,3,3,275,2,12,4,Beam_2_3_4,2304
5111,Beam_2_3_12,20347,0.025693,0.2748,0.025398,3,3,275,2,12,4,Beam_2_3_4,2304
5112,Beam_2_3_12,20403,0.029514,0.27481,0.026467,3,3,275,2,12,4,Beam_2_3_4,2304
5113,Beam_2_3_12,20339,0.029514,0.27481,0.025397,3,3,275,2,12,4,Beam_2_3_4,2304
5114,Beam_2_3_12,20390,0.03332,0.27481,0.026468,3,3,275,2,12,4,Beam_2_3_4,2304
5115,Beam_2_3_12,20354,0.03332,0.27481,0.025397,3,3,275,2,12,4,Beam_2_3_4,2304
5116,Beam_2_3_12,20398,0.023797,0.2753,0.026278,3,3,275,2,12,4,Beam_2_3_4,2304
5117,Beam_2_3_12,20346,0.023797,0.2753,0.025205,3,3,275,2,12,4,Beam_2_3_4,2304
5118,Beam_2_3_12,20391,0.035212,0.2753,0.026277,3,3,275,2,12,4,Beam_2_3_4,2304
5119,Beam_2_3_12,20355,0.035212,0.2753,0.025204,3,3,275,2,12,4,Beam_2_3_4,2304
5120,Beam_2_3_12,20340,0.02713,0.27543,0.025153,3,3,275,2,12,4,Beam_2_3_4,2304
5121,Beam_2_3_12,20400,0.02713,0.27543,0.026227,3,3,275,2,12,4,Beam_2_3_4,2304
5122,Beam_2_3_12,20338,0.031891,0.27543,0.025153,3,3,275,2,12,4,Beam_2_3_4,2304
5123,Beam_2_3_12,20406,0.031891,0.27543,0.026227,3,3,275,2,12,4,Beam_2_3_4,2304
5124,Beam_2_3_12,20345,0.021895,0.2758,0.025006,3,3,275,2,12,4,Beam_2_3_4,2304
5125,Beam_2_3_12,20397,0.021895,0.2758,0.026083,3,3,275,2,12,4,Beam_2_3_4,2304
5126,Beam_2_3_12,20392,0.037109,0.2758,0.026082,3,3,275,2,12,4,Beam_2_3_4,2304
5127,Beam_2_3_12,20356,0.037109,0.2758,0.025005,3,3,275,2,12,4,Beam_2_3_4,2304
5128,Beam_2_3_12,20341,0.024756,0.27605,0.024903,3,3,275,2,12,4,Beam_2_3_4,2304
5129,Beam_2_3_12,20401,0.024756,0.27605,0.025982,3,3,275,2,12,4,Beam_2_3_4,2304
5130,Beam_2_3_12,20405,0.034258,0.27605,0.025982,3,3,275,2,12,4,Beam_2_3_4,2304
5131,Beam_2_3_12,20337,0.034258,0.27605,0.024903,3,3,275,2,12,4,Beam_2_3_4,2304
5132,Beam_2_3_12,20342,0.022373,0.27668,0.024645,3,3,275,2,12,4,Beam_2_3_4,2304
5133,Beam_2_3_12,20402,0.022373,0.27668,0.025728,3,3,275,2,12,4,Beam_2_3_4,2304
5134,Beam_2_3_12,20404,0.036634,0.27668,0.025728,3,3,275,2,12,4,Beam_2_3_4,2304
5135,Beam_2_3_12,20336,0.036634,0.27668,0.024645,3,3,275,2,12,4,Beam_2_3_4,2304
5136,Beam_2_3_12,25484,0.02,0.2778,0.024705,3,3,275,2,12,4,Beam_2_3_4,2304
5137,Beam_2_3_12,25487,0.02475,0.2778,0.024705,3,3,275,2,12,4,Beam_2_3_4,2304
5138,Beam_2_3_12,25486,0.0295,0.2778,0.024705,3,3,275,2,12,4,Beam_2_3_4,2304
5139,Beam_2_3_12,25485,0.03425,0.2778,0.024705,3,3,275,2,12,4,Beam_2_3_4,2304
5140,Beam_2_3_12,25483,0.039,0.2778,0.024705,3,3,275,2,12,4,Beam_2_3_4,2304
5141,Beam_2_3_13,19073,0.022381,0.27893,0.02365,3,3,221,2,13,3,Beam_2_3_3,2303
5142,Beam_2_3_13,19085,0.022381,0.27893,0.02475,3,3,221,2,13,3,Beam_2_3_3,2303
5143,Beam_2_3_13,19067,0.036619,0.27893,0.02365,3,3,221,2,13,3,Beam_2_3_3,2303
5144,Beam_2_3_13,19087,0.036619,0.27893,0.02475,3,3,221,2,13,3,Beam_2_3_3,2303
5145,Beam_2_3_13,19072,0.024752,0.27956,0.023359,3,3,221,2,13,3,Beam_2_3_3,2303
5146,Beam_2_3_13,19084,0.024752,0.27956,0.024464,3,3,221,2,13,3,Beam_2_3_3,2303
5147,Beam_2_3_13,19088,0.034248,0.27956,0.024464,3,3,221,2,13,3,Beam_2_3_3,2303
5148,Beam_2_3_13,19068,0.034248,0.27956,0.023359,3,3,221,2,13,3,Beam_2_3_3,2303
5149,Beam_2_3_13,19055,0.021903,0.27981,0.023239,3,3,221,2,13,3,Beam_2_3_3,2303
5150,Beam_2_3_13,19099,0.021903,0.27981,0.024346,3,3,221,2,13,3,Beam_2_3_3,2303
5151,Beam_2_3_13,19090,0.037101,0.27982,0.02434,3,3,221,2,13,3,Beam_2_3_3,2303
5152,Beam_2_3_13,19063,0.037101,0.27982,0.023233,3,3,221,2,13,3,Beam_2_3_3,2303
5153,Beam_2_3_13,19083,0.027132,0.28018,0.024169,3,3,221,2,13,3,Beam_2_3_3,2303
5154,Beam_2_3_13,19071,0.027132,0.28018,0.023059,3,3,221,2,13,3,Beam_2_3_3,2303
5155,Beam_2_3_13,19069,0.031868,0.28018,0.023059,3,3,221,2,13,3,Beam_2_3_3,2303
5156,Beam_2_3_13,19089,0.031868,0.28018,0.024169,3,3,221,2,13,3,Beam_2_3_3,2303
5157,Beam_2_3_13,19098,0.023799,0.28031,0.024109,3,3,221,2,13,3,Beam_2_3_3,2303
5158,Beam_2_3_13,19054,0.023799,0.28031,0.022998,3,3,221,2,13,3,Beam_2_3_3,2303
5159,Beam_2_3_13,19091,0.03521,0.28032,0.024105,3,3,221,2,13,3,Beam_2_3_3,2303
5160,Beam_2_3_13,19064,0.03521,0.28032,0.022993,3,3,221,2,13,3,Beam_2_3_3,2303
5161,Beam_2_3_13,19070,0.0295,0.2808,0.022753,3,3,221,2,13,3,Beam_2_3_3,2303
5162,Beam_2_3_13,19086,0.0295,0.2808,0.023869,3,3,221,2,13,3,Beam_2_3_3,2303
5163,Beam_2_3_13,19053,0.025701,0.28081,0.022752,3,3,221,2,13,3,Beam_2_3_3,2303
5164,Beam_2_3_13,19097,0.025701,0.28081,0.023867,3,3,221,2,13,3,Beam_2_3_3,2303
5165,Beam_2_3_13,19065,0.033312,0.28081,0.022748,3,3,221,2,13,3,Beam_2_3_3,2303
5166,Beam_2_3_13,19092,0.033312,0.28081,0.023864,3,3,221,2,13,3,Beam_2_3_3,2303
5167,Beam_2_3_13,19100,0.027595,0.2813,0.023621,3,3,221,2,13,3,Beam_2_3_3,2303
5168,Beam_2_3_13,19052,0.027595,0.2813,0.022501,3,3,221,2,13,3,Beam_2_3_3,2303
5169,Beam_2_3_13,19057,0.031422,0.28131,0.022499,3,3,221,2,13,3,Beam_2_3_3,2303
5170,Beam_2_3_13,19093,0.031422,0.28131,0.023619,3,3,221,2,13,3,Beam_2_3_3,2303
5171,Beam_2_3_13,19051,0.025691,0.2818,0.022244,3,3,221,2,13,3,Beam_2_3_3,2303
5172,Beam_2_3_13,19103,0.025692,0.2818,0.023369,3,3,221,2,13,3,Beam_2_3_3,2303
5173,Beam_2_3_13,19107,0.029514,0.28181,0.023367,3,3,221,2,13,3,Beam_2_3_3,2303
5174,Beam_2_3_13,19043,0.029514,0.28181,0.022242,3,3,221,2,13,3,Beam_2_3_3,2303
5175,Beam_2_3_13,19058,0.033321,0.28181,0.022242,3,3,221,2,13,3,Beam_2_3_3,2303
5176,Beam_2_3_13,19094,0.033321,0.28181,0.023367,3,3,221,2,13,3,Beam_2_3_3,2303
5177,Beam_2_3_13,19102,0.023796,0.2823,0.023113,3,3,221,2,13,3,Beam_2_3_3,2303
5178,Beam_2_3_13,19050,0.023796,0.2823,0.021983,3,3,221,2,13,3,Beam_2_3_3,2303
5179,Beam_2_3_13,19095,0.035212,0.2823,0.023111,3,3,221,2,13,3,Beam_2_3_3,2303
5180,Beam_2_3_13,19059,0.035212,0.2823,0.021982,3,3,221,2,13,3,Beam_2_3_3,2303
5181,Beam_2_3_13,19104,0.027128,0.28243,0.023044,3,3,221,2,13,3,Beam_2_3_3,2303
5182,Beam_2_3_13,19044,0.027128,0.28243,0.021914,3,3,221,2,13,3,Beam_2_3_3,2303
5183,Beam_2_3_13,19042,0.031893,0.28243,0.021914,3,3,221,2,13,3,Beam_2_3_3,2303
5184,Beam_2_3_13,19110,0.031893,0.28243,0.023044,3,3,221,2,13,3,Beam_2_3_3,2303
5185,Beam_2_3_13,19101,0.021894,0.2828,0.02285,3,3,221,2,13,3,Beam_2_3_3,2303
5186,Beam_2_3_13,19049,0.021894,0.2828,0.021716,3,3,221,2,13,3,Beam_2_3_3,2303
5187,Beam_2_3_13,19096,0.03711,0.2828,0.02285,3,3,221,2,13,3,Beam_2_3_3,2303
5188,Beam_2_3_13,19060,0.03711,0.2828,0.021715,3,3,221,2,13,3,Beam_2_3_3,2303
5189,Beam_2_3_13,19045,0.024755,0.28305,0.021579,3,3,221,2,13,3,Beam_2_3_3,2303
5190,Beam_2_3_13,19105,0.024755,0.28305,0.022716,3,3,221,2,13,3,Beam_2_3_3,2303
5191,Beam_2_3_13,19041,0.034259,0.28305,0.021579,3,3,221,2,13,3,Beam_2_3_3,2303
5192,Beam_2_3_13,19109,0.034259,0.28305,0.022716,3,3,221,2,13,3,Beam_2_3_3,2303
5193,Beam_2_3_13,19046,0.022371,0.28368,0.021234,3,3,221,2,13,3,Beam_2_3_3,2303
5194,Beam_2_3_13,19106,0.022371,0.28368,0.022377,3,3,221,2,13,3,Beam_2_3_3,2303
5195,Beam_2_3_13,19040,0.036636,0.28368,0.021234,3,3,221,2,13,3,Beam_2_3_3,2303
5196,Beam_2_3_13,19108,0.036636,0.28368,0.022377,3,3,221,2,13,3,Beam_2_3_3,2303
5197,Beam_2_3_13,25529,0.02,0.2848,0.021166,3,3,221,2,13,3,Beam_2_3_3,2303
5198,Beam_2_3_13,25532,0.02475,0.2848,0.021166,3,3,221,2,13,3,Beam_2_3_3,2303
5199,Beam_2_3_13,25531,0.0295,0.2848,0.021166,3,3,221,2,13,3,Beam_2_3_3,2303
5200,Beam_2_3_13,25530,0.03425,0.2848,0.021166,3,3,221,2,13,3,Beam_2_3_3,2303
5201,Beam_2_3_13,25528,0.039,0.2848,0.021166,3,3,221,2,13,3,Beam_2_3_3,2303
5202,Beam_2_3_14,17768,0.022384,0.28594,0.019914,3,3,167,2,14,1,Beam_2_3_1,2301
