BodyID	Node	X	Y	Z
-340681.0	15595	0.0079357	0.20522	0.014813
-340681.0	15596	0.0063467	0.20564	0.015156
-340681.0	15616	0.017097	0.2058	0.015288
-340681.0	15618	0.011422	0.20431	0.01404
-340681.0	15619	0.017116	0.20282	0.012719
-340681.0	15620	0.015215	0.20332	0.013169
-340681.0	15545	0.013327	0.20381	0.012268
-340681.0	15547	0.013307	0.2048	0.013146
-340681.0	15548	0.015208	0.2053	0.013574
-340681.0	15549	0.017096	0.2058	0.013992
-340681.0	15550	0.0095	0.2038	0.012263
-340681.0	15551	0.0079079	0.20339	0.011883
-340681.0	15552	0.0063276	0.20297	0.0115
-340681.0	15553	0.0047376	0.20255	0.011108
-340681.0	15554	0.0031608	0.20214	0.010713
-340681.0	15555	0.0015739	0.20172	0.010308
-340681.0	15556	0.017426	0.20172	0.010308
-340681.0	15557	0.015839	0.20214	0.010713
-340681.0	15558	0.014262	0.20255	0.011108
-340681.0	15559	0.012672	0.20297	0.0115
-340681.0	15560	0.011092	0.20339	0.011883
-340681.0	15561	0.0095141	0.20481	0.01315
-340681.0	15562	0.0079359	0.20522	0.013505
-340681.0	15563	0.006347	0.20564	0.013857
-340681.0	15543	0.017116	0.20282	0.011357
-340681.0	15544	0.015215	0.20331	0.011819
-340681.0	15564	0.0047667	0.20605	0.014202
-340681.0	15565	0.0031755	0.20647	0.014543
-340681.0	15566	0.0015927	0.20688	0.014877
-340681.0	15567	0.017412	0.20688	0.014877
-340681.0	15568	0.015834	0.20647	0.014543
-340681.0	15569	0.014247	0.20605	0.014202
-340681.0	15570	0.012672	0.20564	0.013857
-340681.0	15571	0.011088	0.20522	0.013505
-340681.0	15572	0.0075949	0.2043	0.012709
-340681.0	15573	0.0056859	0.2038	0.012262
-340681.0	15574	0.0037933	0.20331	0.01181
-340681.0	15575	0.001888	0.20281	0.011346
-340681.0	15576	0.0019078	0.2058	0.013991
-340681.0	15577	0.0038009	0.2053	0.013573
-340681.0	15614	0.013307	0.2048	0.014463
-340681.0	15546	0.011422	0.20431	0.012713
-340681.0	15615	0.015208	0.2053	0.014881
-340681.0	15578	0.0057057	0.2048	0.013143
-340681.0	15579	0.0019077	0.2058	0.015287
-340681.0	15580	0.0038007	0.2053	0.014879
-340681.0	15581	0.0057055	0.2048	0.01446
-340679.0	15700	0.032672	0.20564	0.015156
-340679.0	15699	0.034248	0.20605	0.015493
-340679.0	15698	0.035834	0.20647	0.015826
-340679.0	15646	0.025686	0.2038	0.012262
-340679.0	15645	0.027595	0.2043	0.012709
-340679.0	15644	0.025706	0.2048	0.013143
-340679.0	15643	0.023801	0.2053	0.013573
-340679.0	15642	0.021908	0.2058	0.013991
-340679.0	15691	0.023794	0.20331	0.01316
-340679.0	15692	0.021888	0.20281	0.012708
-340679.0	15693	0.027595	0.2043	0.014037
-340679.0	15694	0.021908	0.2058	0.015287
-340679.0	15658	0.021574	0.20172	0.010308
-340679.0	15659	0.037116	0.20282	0.011357
-340679.0	15660	0.035215	0.20332	0.011819
-340679.0	15661	0.033327	0.20381	0.012268
-340679.0	15670	0.032672	0.20297	0.012858
-340679.0	15671	0.031092	0.20339	0.013232
-340679.0	15673	0.0295	0.2038	0.013602
-340679.0	15674	0.037116	0.20282	0.012719
-340679.0	15637	0.035834	0.20647	0.014543
-340679.0	15638	0.034248	0.20605	0.014202
-340679.0	15639	0.032672	0.20564	0.013857
-340679.0	15640	0.031088	0.20522	0.013505
-340679.0	15662	0.037426	0.20172	0.010308
-340679.0	15663	0.035839	0.20214	0.010713
-340679.0	15664	0.034262	0.20255	0.011108
-340679.0	15665	0.032672	0.20297	0.0115
-340679.0	15666	0.031092	0.20339	0.011883
-340679.0	15667	0.037426	0.20172	0.011699
-340679.0	15668	0.035839	0.20214	0.012092
-340679.0	15669	0.034262	0.20255	0.012477
-340679.0	15653	0.0295	0.2038	0.012263
-340679.0	15648	0.021888	0.20281	0.011346
-340679.0	15647	0.023794	0.20331	0.01181
-340679.0	15705	0.024766	0.20605	0.015493
-340679.0	15704	0.026347	0.20564	0.015156
-340679.0	15703	0.027936	0.20522	0.014813
-340679.0	15702	0.029514	0.20481	0.014466
-340679.0	15701	0.031088	0.20522	0.014813
-340679.0	15654	0.027908	0.20339	0.011883
-340679.0	15655	0.026328	0.20297	0.0115
-340679.0	15656	0.024738	0.20255	0.011108
-340679.0	15657	0.023161	0.20214	0.010713
-340679.0	15623	0.031422	0.20431	0.012713
-340679.0	15624	0.033307	0.2048	0.013146
-340679.0	15625	0.035208	0.2053	0.013575
-340679.0	15626	0.037096	0.2058	0.013992
-340679.0	15708	0.033307	0.2048	0.014463
-340679.0	15707	0.021593	0.20688	0.016152
-340679.0	15706	0.023175	0.20647	0.015826
-340679.0	15631	0.024766	0.20605	0.014202
-340679.0	15630	0.026347	0.20564	0.013857
-340679.0	15629	0.027936	0.20522	0.013505
-340679.0	15628	0.029514	0.20481	0.01315
-340679.0	15709	0.035208	0.2053	0.014881
-340679.0	15636	0.037412	0.20688	0.014877
-340679.0	15633	0.021593	0.20688	0.014877
-340679.0	15632	0.023176	0.20647	0.014543
-340679.0	15680	0.026328	0.20297	0.012858
-340679.0	15681	0.024738	0.20255	0.012477
-340679.0	15682	0.023161	0.20214	0.012092
-340679.0	15683	0.021574	0.20172	0.011699
-340679.0	15690	0.025686	0.2038	0.013601
